Unnamed: 0,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,barometric_altitude,transponder_code,special_purpose_indicator,position_source,category,hour
6002,406f65,HLE60   ,United Kingdom,2025-10-01 13:42:58,2025-10-01 13:43:03,-0.1421,51.2165,121.92,False,4.85,237.99,0.0,-53.34,3.0,False,0,0,13
6003,c04c36,WJA249  ,Canada,2025-10-01 13:43:08,2025-10-01 13:43:17,-79.6238,43.6844,,True,0.0,348.75,,53.34,3145.0,False,0,0,13
6004,c0796c,CGTZN   ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.074,43.1235,556.26,False,49.0,206.83,5.53,495.3,176.0,False,0,0,13
6005,a86f44,N64217  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-111.6608,33.4541,906.78,False,44.14,126.47,2.6,914.4,,False,0,0,13
6006,ac5ed9,SWA3969 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-100.9577,38.9621,12717.78,False,211.18,260.61,0.0,12192.0,1370.0,False,0,0,13
6007,5140d8,GEL1602 ,Georgia,2025-10-01 12:06:58,2025-10-01 13:43:15,33.6107,44.5271,9403.08,False,86.98,133.32,0.0,10363.2,2322.0,False,0,0,12
6008,008080,LNK391C ,South Africa,2025-10-01 13:43:15,2025-10-01 13:43:17,19.424,-32.7768,12085.32,False,214.46,197.3,-0.65,11582.4,,False,0,0,13
6009,4ca4ef,RYR652  ,Ireland,2025-10-01 13:43:17,2025-10-01 13:43:17,-7.4969,46.9626,11803.38,False,238.91,169.08,0.0,11277.6,1175.0,False,0,1,13
6010,406319,EZY17LD ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,-2.0542,49.7215,3771.9,False,169.26,179.65,-10.08,3535.68,1456.0,False,0,0,13
6011,4ca4ee,RYR633T ,Ireland,2025-10-01 13:43:17,2025-10-01 13:43:17,3.2189,56.0081,12451.08,False,207.13,258.83,0.0,12192.0,7020.0,False,0,0,13
6012,a37337,NDU321  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-111.6305,33.2844,739.14,False,42.36,155.61,3.58,739.14,,False,0,0,13
6013,a6231f,ERU495  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-81.2796,28.9615,1409.7,False,62.96,67.42,-2.28,1394.46,3310.0,False,0,0,13
6014,a75659,FDX6006 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.85,39.0351,11148.06,False,282.09,121.81,-0.33,10690.86,4177.0,False,0,0,13
6015,5140d2,SZN404  ,Georgia,2025-10-01 13:43:17,2025-10-01 13:43:17,-16.7185,15.1199,5471.16,False,169.19,198.43,-6.5,5113.02,,False,0,0,13
6016,acaec8,AAL2425 ,United States,2025-10-01 13:43:09,2025-10-01 13:43:09,-116.5476,33.9379,1143.0,False,143.59,41.51,11.38,1196.34,,False,0,0,13
6017,a37335,DAL2708 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-114.1369,37.1401,11597.64,False,255.75,32.35,-5.2,11049.0,,False,0,0,13
6018,7502ad,AXM482  ,Malaysia,2025-10-01 13:41:56,2025-10-01 13:41:56,101.6159,2.8302,701.04,False,93.03,146.05,-5.2,647.7,,False,0,0,13
6019,3ed7de,DKWSC   ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,13.3091,53.6024,,False,30.39,87.09,-0.33,-60.96,,False,0,0,13
6020,a24c73,UAL2084 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-80.5947,33.8422,11490.96,False,231.56,189.46,0.0,10972.8,6257.0,False,0,1,13
6021,ab9558,N8454H  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-74.3766,40.3168,190.5,False,37.84,136.1,-0.98,182.88,733.0,False,0,0,13
6022,a32fed,JLG304  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-81.542,30.4694,899.16,False,116.82,195.32,-0.33,899.16,7137.0,False,0,0,13
6023,abd204,SWA968  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-115.1474,36.0787,,True,4.37,348.75,,,,False,0,0,13
6024,486464,PHKLX   ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,5.999,51.5909,967.74,False,61.19,187.24,-0.65,807.72,7000.0,False,0,0,13
6025,e809c2,CCDHZ   ,Chile,2025-10-01 13:41:03,2025-10-01 13:41:03,-70.71,-33.3329,982.98,False,69.48,333.62,-3.25,906.78,3624.0,False,0,0,13
6026,a1336d,N177CN  ,United States,2025-10-01 13:41:41,2025-10-01 13:41:41,-111.9042,33.6294,426.72,False,9.1,42.71,0.0,434.34,,False,0,0,13
6027,a336e3,AAL2123 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.7752,35.8824,304.8,False,77.85,45.54,17.23,297.18,,False,0,0,13
6028,a3c35e,N3410A  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-81.8949,35.159,12390.12,False,222.09,12.17,0.0,11887.2,3004.0,False,0,0,13
6029,a1a98d,AAY1399 ,United States,2025-10-01 13:38:47,2025-10-01 13:38:47,-74.1766,40.6873,,True,0.0,5.62,,,2553.0,False,0,0,13
6030,34614f,FYS20AK ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,-3.7978,40.3484,975.36,False,55.26,35.91,-0.33,853.44,3420.0,False,0,0,13
6031,a61c53,GTI8452 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-169.4505,57.3296,10485.12,False,305.22,68.23,0.0,10668.0,,False,0,0,13
6032,a4095f,UAL78   ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-157.1401,59.7891,11148.06,False,294.04,68.01,0.0,11269.98,,False,0,0,13
6033,ac4bb8,SWA1609 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-77.4073,38.8636,6438.9,False,164.36,280.64,5.53,6332.22,,False,0,0,13
6034,5140c7,TGZ768  ,Georgia,2025-10-01 13:43:17,2025-10-01 13:43:17,15.3866,43.6511,11422.38,False,251.38,94.7,0.0,11277.6,430.0,False,0,0,13
6035,c00fe2,CJT918  ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-113.3948,50.7142,5349.24,False,193.79,318.01,-11.05,5326.38,,False,0,0,13
6036,a336df,,United States,2025-10-01 13:42:23,2025-10-01 13:42:23,-97.0333,32.9008,,True,5.4,323.44,,,,False,0,0,13
6037,0d0866,VOI3062 ,Mexico,2025-10-01 13:43:17,2025-10-01 13:43:17,-115.0511,31.4863,10104.12,False,244.56,123.59,6.18,9563.1,,False,0,0,13
6038,a85c03,TCF638  ,United States,2025-10-01 13:41:29,2025-10-01 13:43:11,-80.6311,27.8701,502.92,False,37.28,332.02,4.88,548.64,,False,0,0,13
6039,a91a83,LFA543  ,United States,2025-10-01 13:41:14,2025-10-01 13:41:14,-80.8882,28.549,304.8,False,44.64,25.97,-0.33,327.66,,False,0,0,13
6040,347488,WFL1505 ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,-5.2337,40.6121,7383.78,False,234.68,268.37,4.55,6979.92,2606.0,False,0,0,13
6041,485122,TRA31M  ,Kingdom of the Netherlands,2025-10-01 13:43:17,2025-10-01 13:43:17,-4.1067,39.6743,11811.0,False,249.12,213.89,0.0,11277.6,3735.0,False,0,0,13
6042,347481,AEA48TC ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,-4.4151,41.0972,8717.28,False,211.36,298.81,10.73,8267.7,3415.0,False,0,0,13
6043,aceb16,N931TN  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-86.8882,34.3807,4808.22,False,177.26,187.0,-5.85,4602.48,767.0,False,0,0,13
6044,a06e0b,DAL1995 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.7399,26.8347,5433.06,False,191.15,196.09,-9.43,5166.36,1554.0,False,0,0,13
6045,a06e20,N127EJ  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-78.2534,33.3618,12793.98,False,195.92,188.15,0.0,12192.0,7347.0,False,0,0,13
6046,ad0b0b,N94CK   ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-88.6433,41.4242,2636.52,False,145.49,6.5,-9.1,2499.36,5706.0,False,0,0,13
6047,3ded20,DHKAY   ,Germany,2025-10-01 13:39:47,2025-10-01 13:39:57,8.0763,50.7081,655.32,False,1.54,180.0,0.98,472.44,7000.0,False,0,0,13
6048,3c8445,PVD485Q ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,22.0741,48.1801,12192.0,False,232.35,310.78,-0.33,12192.0,5354.0,False,0,0,13
6049,acf204,NKS1545 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-92.1682,34.8609,10888.98,False,224.83,301.91,0.0,10363.2,7174.0,False,0,0,13
6050,a62f15,N498P   ,United States,2025-10-01 13:43:17,2025-10-01 13:43:18,-97.7433,29.9982,487.68,False,61.39,94.33,0.0,472.44,,False,0,0,13
6051,c07915,WEN3296 ,Canada,2025-10-01 13:38:16,2025-10-01 13:38:16,-105.1058,50.4301,3360.42,False,155.11,110.18,-7.8,3314.7,,False,0,0,13
6052,acf207,AAL1061 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-87.09,31.2841,11795.76,False,232.52,102.65,-0.33,11277.6,,False,0,1,13
6053,5140df,GEL1902 ,Georgia,2025-10-01 13:43:17,2025-10-01 13:43:17,26.6124,44.5109,10416.54,False,218.04,302.87,0.0,10347.96,2310.0,False,0,0,13
6054,a76909,GJS4181 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-88.5813,42.3692,3268.98,False,147.25,99.86,-5.53,3101.34,,False,0,0,13
6055,a3bc0b,N34MC   ,United States,2025-10-01 13:43:16,2025-10-01 13:43:18,-96.9654,33.1211,762.0,False,64.98,113.32,-0.33,716.28,,False,0,0,13
6056,abe557,N866CD  ,United States,2025-10-01 13:43:15,2025-10-01 13:43:15,-83.8648,40.1519,1524.0,False,63.39,76.87,0.33,1463.04,,False,0,0,13
6057,a68fb0,N5215D  ,United States,2025-10-01 13:42:02,2025-10-01 13:42:03,-80.5568,25.4737,83.82,False,34.99,359.16,-1.95,121.92,,False,0,0,13
6058,a4dc08,N412EX  ,United States,2025-10-01 13:43:03,2025-10-01 13:43:15,-97.5921,33.3279,777.24,False,55.51,172.55,-3.25,739.14,,False,0,0,13
6059,ab7b63,SKW4098 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-85.4675,42.4565,8290.56,False,219.21,271.34,-0.65,7924.8,,False,0,0,13
6060,5140da,TGZ773  ,Georgia,2025-10-01 13:42:07,2025-10-01 13:42:21,40.6673,40.3315,12595.86,False,188.93,244.69,0.0,12192.0,,False,0,0,13
6061,aaab60,N787JS  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-104.7201,33.9468,13129.26,False,265.85,118.3,0.0,12496.8,,False,0,0,13
6062,3006b5,DLA8HR  ,Italy,2025-10-01 13:43:17,2025-10-01 13:43:17,13.3182,50.9609,9791.7,False,239.43,262.1,0.0,9753.6,1000.0,False,0,0,13
6063,34745a,AEA5039 ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,-3.5853,40.2537,6667.5,False,201.31,190.3,12.35,6316.98,5056.0,False,0,0,13
6064,abde66,N864HD  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-92.3306,39.5978,10096.5,False,150.25,295.78,3.58,9662.16,1764.0,False,0,0,13
6065,a24082,SKW3972 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-93.5201,45.4205,3329.94,False,144.75,159.18,-5.2,3177.54,,False,0,0,13
6066,a6492f,DAL1090 ,United States,2025-10-01 13:42:56,2025-10-01 13:43:01,-88.7901,33.0244,10888.98,False,241.07,299.96,0.0,10363.2,5716.0,False,0,0,13
6067,a8148f,N62GW   ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-83.1569,41.4154,2773.68,False,74.77,93.95,0.0,2651.76,,False,0,0,13
6068,a01ec9,N107AV  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-79.8707,34.5601,5836.92,False,193.23,12.3,-5.85,5615.94,7451.0,False,0,0,13
6069,40768c,EZY15EA ,United Kingdom,2025-10-01 13:41:33,2025-10-01 13:41:33,-2.2743,53.359,,True,0.77,275.62,,,7512.0,False,0,0,13
6070,40768d,EZY92ZK ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,5.3074,48.2306,11300.46,False,205.52,309.11,0.0,10980.42,2753.0,False,0,0,13
6071,a4801f,N38970  ,United States,2025-10-01 13:40:42,2025-10-01 13:40:42,-98.268,32.1351,1463.04,False,30.47,291.8,-1.3,1394.46,,False,0,0,13
6073,ad3870,DAL2754 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-94.7817,35.8651,7475.22,False,223.54,310.99,-11.05,7109.46,7270.0,False,0,1,13
6074,40768a,EZY47DZ ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,-0.0609,51.0044,2849.88,False,140.99,80.13,-5.2,2659.38,2032.0,False,0,0,13
6075,40768b,EZY38KB ,United Kingdom,2025-10-01 13:43:18,2025-10-01 13:43:18,14.5681,46.1119,10774.68,False,246.69,136.18,0.0,10668.0,2266.0,False,0,0,13
6076,407698,VIR156T ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,-0.2745,51.2441,3695.7,False,148.94,132.34,-4.88,3489.96,7653.0,False,0,0,13
6077,0d0805,AMX505  ,Mexico,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.982,20.0785,10919.46,False,242.33,253.22,-14.63,10218.42,,False,0,0,13
6078,407699,VIR9J   ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,-2.2005,51.718,7924.8,False,212.99,284.41,4.88,7589.52,2044.0,False,0,0,13
6079,a7da9c,JBU991  ,United States,2025-10-01 13:42:50,2025-10-01 13:43:11,-66.7097,18.8221,4069.08,False,168.65,126.07,-7.48,3863.34,,False,0,0,13
6080,c05f0a,JZA821  ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-74.464,40.7527,8862.06,False,236.05,231.28,-0.33,8526.78,6506.0,False,0,0,13
6081,a5c6a1,UPS5843 ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-101.6151,38.8435,12420.6,False,261.62,96.78,0.0,11887.2,3223.0,False,0,0,13
6082,459a65,FRO700  ,Denmark,2025-10-01 13:40:12,2025-10-01 13:40:20,12.2133,51.42,,True,0.0,194.06,,,5036.0,False,0,0,13
6083,ac0572,N874CP  ,United States,2025-10-01 13:41:11,2025-10-01 13:41:11,-85.5319,39.2691,525.78,False,57.76,4.09,-1.3,472.44,,False,0,0,13
6084,3950d0,AFR64NL ,France,2025-10-01 13:43:17,2025-10-01 13:43:18,9.6818,44.598,10546.08,False,215.86,306.57,4.55,10424.16,1000.0,False,0,0,13
6085,a97af6,N71NX   ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-91.8472,38.0868,6720.84,False,140.72,86.44,0.0,6400.8,,False,0,0,13
6086,aa2701,AAL2029 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.0542,32.9922,624.84,False,69.97,180.42,-3.9,594.36,,False,0,0,13
6087,40501e,GCECL   ,United Kingdom,2025-10-01 13:43:16,2025-10-01 13:43:17,0.5204,52.1309,655.32,False,30.7,261.33,-0.33,495.3,,False,0,0,13
6088,34744d,VLG3070 ,Spain,2025-10-01 13:43:15,2025-10-01 13:43:17,19.3279,40.5896,10896.6,False,256.64,97.14,0.0,10668.0,1227.0,False,0,0,13
6089,4409c0,EJU4197 ,Austria,2025-10-01 13:43:17,2025-10-01 13:43:17,11.0196,42.1767,9959.34,False,205.97,309.93,0.33,9753.6,1000.0,False,0,0,13
6090,0d0810,SLI2441 ,Mexico,2025-10-01 13:43:17,2025-10-01 13:43:17,-94.9746,18.9891,11932.92,False,222.41,261.89,6.83,11209.02,,False,0,0,13
6091,c05f0c,JZA98   ,Canada,2025-10-01 13:43:08,2025-10-01 13:43:14,-128.9541,55.6531,11186.16,False,224.81,149.62,-0.98,11277.6,,False,0,0,13
6092,a443e8,DAL3155 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.7752,30.537,3657.6,False,178.64,340.83,8.13,3474.72,4016.0,False,0,0,13
6093,40767a,TOM5365 ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,24.2881,37.5568,11292.84,False,212.27,300.92,0.0,10972.8,2075.0,False,0,0,13
6094,347454,IBE06CC ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,4.5713,39.9772,11689.08,False,234.64,262.31,0.0,11269.98,653.0,False,0,0,13
6095,3cc108,SFG55B  ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,-4.6252,49.153,13586.46,False,183.25,319.78,0.0,13106.4,5375.0,False,0,0,13
6096,407688,EZY85KY ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,6.11,50.2005,11551.92,False,246.33,109.27,0.0,11285.22,4707.0,False,0,0,13
6097,347453,IBE08BM ,Spain,2025-10-01 13:43:17,2025-10-01 13:43:17,21.7267,38.3198,10675.62,False,214.3,281.63,0.65,10363.2,2026.0,False,0,0,13
6098,48ad0e,LOT3VY  ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,18.2602,48.2608,9090.66,False,229.63,205.76,-0.33,9144.0,4467.0,False,0,0,13
6099,407686,EZY84JH ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,14.0335,46.7216,12016.74,False,258.65,135.56,0.33,11887.2,527.0,False,0,0,13
6100,48ad0d,LOT5LW  ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,19.7756,50.6757,9220.2,False,222.44,203.01,1.95,9235.44,5573.0,False,0,0,13
6101,a06e04,N127DF  ,United States,2025-10-01 13:41:39,2025-10-01 13:41:39,-97.8564,29.8679,304.8,False,46.86,8.84,-2.6,289.56,7475.0,False,0,0,13
6102,3950cf,AFR87KJ ,France,2025-10-01 13:43:17,2025-10-01 13:43:17,4.3371,46.9566,9776.46,False,207.24,328.91,-4.88,9456.42,1000.0,False,0,1,13
6103,48ad0b,LOT5CU  ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,20.428,51.4999,7056.12,False,202.05,198.25,8.78,6995.16,1000.0,False,0,1,13
6104,89909f,EVA205  ,Taiwan,2025-10-01 13:43:05,2025-10-01 13:43:05,119.2924,23.2926,11109.96,False,258.36,226.45,0.33,10363.2,6241.0,False,0,0,13
6105,a2b691,ENY4152 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:18,-95.9827,34.6077,8001.0,False,224.73,34.27,0.0,7620.0,,False,0,0,13
6106,c05f09,,Canada,2025-10-01 13:43:04,2025-10-01 13:43:04,-79.6158,43.6836,,True,0.64,317.81,,,6306.0,False,0,4,13
6107,407683,GCWFT   ,United Kingdom,2025-10-01 13:43:15,2025-10-01 13:43:17,0.1093,52.1933,708.66,False,56.66,69.26,0.0,571.5,6176.0,False,0,0,13
6108,89909d,EVA757  ,Taiwan,2025-10-01 13:43:17,2025-10-01 13:43:17,121.3105,25.2799,3787.14,False,151.38,229.27,-5.53,3520.44,5027.0,False,0,0,13
6109,0d080e,SLI377  ,Mexico,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.8506,18.3737,11323.32,False,241.38,306.94,-4.88,10637.52,,False,0,0,13
6110,48ad19,LOT7CW  ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,20.0436,52.64,5669.28,False,165.97,124.77,-7.15,5577.84,1000.0,False,0,0,13
6111,a50321,AVA9463 ,United States,2025-10-01 13:42:59,2025-10-01 13:43:00,-74.1731,4.7136,2621.28,False,81.18,127.02,-3.9,2446.02,,False,0,4,13
6112,702702,UBG159  ,Bangladesh,2025-10-01 13:43:17,2025-10-01 13:43:17,91.1127,22.9656,4724.4,False,134.23,134.53,0.33,4572.0,4122.0,False,0,0,13
6113,add5b0,N9905F  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-71.7724,41.8235,1028.7,False,52.26,290.75,0.65,1005.84,,False,0,0,13
6114,a4dc0d,N412FB  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-80.0004,40.2895,1043.94,False,56.41,61.1,0.0,998.22,,False,0,0,13
6115,a06e11,DAL760  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-88.3859,36.2113,12138.66,False,231.51,244.74,0.0,11582.4,1440.0,False,0,0,13
6116,4b1c24,HBKRC   ,Switzerland,2025-10-01 13:43:17,2025-10-01 13:43:17,-1.5816,47.8179,6012.18,False,149.9,331.06,-11.05,5722.62,1000.0,False,0,0,13
6117,3e2766,DIGCS   ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,11.1684,49.49,1043.94,False,76.83,97.7,8.78,853.44,,False,0,0,13
6118,400ceb,EFW6KJ  ,United Kingdom,2025-10-01 13:43:17,2025-10-01 13:43:17,-3.8728,47.7479,10850.88,False,219.46,36.71,0.0,10363.2,,False,0,0,13
6119,aab267,BPX215  ,United States,2025-10-01 13:41:19,2025-10-01 13:43:17,-84.7293,34.0729,975.36,False,56.92,299.81,0.98,944.88,,False,0,0,13
6120,e48985,GLO2032 ,Brazil,2025-10-01 13:43:17,2025-10-01 13:43:17,-38.5731,-3.7655,205.74,False,71.25,104.64,-3.58,175.26,,False,0,0,13
6121,ac52e2,SWA2239 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-90.451,38.691,2156.46,False,118.77,301.9,-6.5,2042.16,3255.0,False,0,0,13
6122,a49f89,UAL786  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-89.207,41.5883,4312.92,False,194.29,43.93,-13.0,4091.94,,False,0,0,13
6123,e48987,GLO1407 ,Brazil,2025-10-01 13:43:17,2025-10-01 13:43:17,-46.6779,-23.5954,990.6,False,71.93,147.56,-3.9,883.92,,False,0,0,13
6125,add668,N991AP  ,United States,2025-10-01 13:43:05,2025-10-01 13:43:06,-77.4903,34.6886,2514.6,False,77.88,223.39,0.33,2423.16,,False,0,0,13
6126,abdcfd,ASH6378 ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-90.3235,34.0586,11201.4,False,222.59,54.22,0.65,10668.0,4077.0,False,0,0,13
6127,c051cc,TSC186  ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-78.7616,40.6628,9822.18,False,248.73,159.54,0.0,9448.8,2205.0,False,0,0,13
6128,a13ed7,N18FG   ,United States,2025-10-01 13:43:18,2025-10-01 13:43:18,-84.7017,34.8096,2217.42,False,55.16,3.74,0.98,2141.22,,False,0,0,13
6129,c04af4,JZA624  ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-85.9151,37.5901,8001.0,False,231.24,27.42,2.6,7612.38,,False,0,0,13
6130,ac03ef,ASH6113 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-88.6193,31.8259,8656.32,False,224.42,61.67,0.33,8229.6,,False,0,0,13
6131,8463b5,APJ69   ,Japan,2025-10-01 13:43:07,2025-10-01 13:43:07,135.2274,34.4345,,True,5.66,140.62,,,,False,0,0,13
6132,3c4969,TUI19X  ,Germany,2025-10-01 13:43:17,2025-10-01 13:43:17,16.8323,44.9797,10759.44,False,255.98,124.11,-0.33,10668.0,7101.0,False,0,0,13
6133,ad734a,JBU397  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-91.6486,46.4335,10744.2,False,222.66,290.28,0.0,10363.2,1412.0,False,0,0,13
6134,a4e399,N414GG  ,United States,2025-10-01 13:43:09,2025-10-01 13:43:09,-93.6045,32.9766,1455.42,False,87.03,21.86,1.95,1485.9,,False,0,0,13
6135,c051e8,PBR625  ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-96.5885,50.7269,7840.98,False,107.9,20.08,3.9,7612.38,4712.0,False,0,0,13
6136,49d508,PAV121  ,Czech Republic,2025-10-01 13:43:17,2025-10-01 13:43:17,11.1586,46.6522,13296.9,False,218.92,24.58,0.0,13106.4,440.0,False,0,0,13
6137,a038fc,N113SV  ,United States,2025-10-01 13:40:47,2025-10-01 13:40:56,-88.5808,43.9917,274.32,False,28.81,91.02,-2.6,213.36,,False,0,0,13
6138,a25ec5,CXK508  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-97.6454,33.0927,1386.84,False,51.35,259.03,0.0,1333.5,,False,0,0,13
6139,c04aed,CJT949  ,Canada,2025-10-01 13:43:16,2025-10-01 13:43:16,-97.9084,25.2294,12306.3,False,233.87,213.06,0.0,11582.4,2557.0,False,0,0,13
6140,48ad01,LOT3JB  ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,20.7549,52.1348,2484.12,False,147.72,161.94,9.75,2339.34,,False,0,0,13
6141,a8634c,N64EF   ,United States,2025-10-01 13:43:16,2025-10-01 13:43:16,-70.8173,42.8405,228.6,False,45.51,84.16,-3.9,190.5,,False,0,0,13
6142,48ad02,LOT3966 ,Poland,2025-10-01 13:42:52,2025-10-01 13:42:52,20.9665,52.1665,160.02,False,65.36,331.82,-4.23,-30.48,,False,0,0,13
6143,47a743,NOZ34T  ,Norway,2025-10-01 13:43:17,2025-10-01 13:43:17,11.5236,61.746,11757.66,False,211.56,4.46,4.23,11612.88,,False,0,0,13
6144,ad23ce,N946DS  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-82.1386,28.9352,1386.84,False,74.43,275.55,0.0,1371.6,,False,0,0,13
6145,48ad00,LOT3NC  ,Poland,2025-10-01 13:43:17,2025-10-01 13:43:17,21.0756,51.9529,929.64,False,86.59,14.45,-0.33,777.24,1000.0,False,0,0,13
6146,c051e0,PBR635  ,Canada,2025-10-01 13:41:34,2025-10-01 13:41:34,-94.6993,51.3885,3680.46,False,149.17,46.12,-7.8,3581.4,5666.0,False,0,0,13
6147,a8bf91,NCR898  ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-119.1811,47.8513,11125.2,False,214.95,275.36,-9.43,11049.0,7332.0,False,0,0,13
6148,c051e2,ACA301  ,Canada,2025-10-01 13:43:17,2025-10-01 13:43:17,-94.6062,49.2449,11940.54,False,242.93,284.1,0.0,11582.4,2127.0,False,0,1,13
6149,a86f8b,N64238  ,United States,2025-10-01 13:43:16,2025-10-01 13:43:17,-80.474,26.0602,662.94,False,30.95,21.45,-0.33,640.08,,False,0,0,13
6150,a1f822,RPA5732 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-73.7416,41.2808,2438.4,False,151.82,145.77,0.0,2362.2,3575.0,False,0,0,13
6151,acaf82,N9161T  ,United States,2025-10-01 13:41:20,2025-10-01 13:43:16,-96.6852,33.6995,480.06,False,55.2,4.28,-0.98,457.2,,False,0,0,13
6152,ac4c8a,SWA4173 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-87.6036,35.1365,10988.04,False,232.32,323.28,-4.88,10462.26,3103.0,False,0,0,13
6153,78029e,CSS179  ,China,2025-10-01 13:42:26,2025-10-01 13:42:27,55.0259,24.1273,2560.32,False,141.15,315.59,-7.48,2506.98,4722.0,False,0,0,13
6154,ad1cff,N944LA  ,United States,2025-10-01 13:42:29,2025-10-01 13:42:36,-95.5549,41.327,1066.8,False,44.74,278.6,1.63,1021.08,,False,0,0,13
6155,502da5,TKJ7RM  ,Latvia,2025-10-01 13:43:17,2025-10-01 13:43:17,20.7302,44.9867,10706.1,False,244.54,136.53,-0.33,10660.38,7664.0,False,0,0,13
6156,ad7f96,SWA2276 ,United States,2025-10-01 13:43:17,2025-10-01 13:43:17,-96.4314,34.0585,11330.94,False,234.45,29.15,8.78,10774.68,,False,0,0,13
